epoch,step,key,mean_reward,response_length
0,102,math_dapo|61cbedaa-e84b-4e10-a336-e0a13ac82cf5,-1.0,1294.75
0,102,math_dapo|61efd0a2-608a-4a16-9578-617338fc5d92,-1.0,873.4375
0,102,math_dapo|62d8ed64-8788-456b-98cc-e99b34e24032,-1.0,580.0625
0,102,math_dapo|63372486-1fd9-4240-a367-309491a5b480,-1.0,708.8125
0,102,math_dapo|634d63df-d6d4-49bd-a3be-e45b04285847,-1.0,658.1875
0,102,math_dapo|639807d8-666f-463e-9ef6-cbd55918e5c2,-1.0,850.125
0,102,math_dapo|63f35590-1655-4e94-9bef-b0fe9385d5df,-1.0,883.1875
0,102,math_dapo|64248a4e-2a8e-4501-a5a7-1c1a8881bad5,-1.0,818.0625
0,102,math_dapo|65034e1e-0e22-40f1-94a3-6b7ddeb628eb,-1.0,876.1875
0,102,math_dapo|65da7224-5f07-48e3-9b01-3c9ea1dfb036,-1.0,1165.875
0,102,math_dapo|660ab2ac-83e2-428f-8f24-472bb7b61074,-1.0009002685546875,1783.0625
0,102,math_dapo|662c1d31-49ca-4bde-b1e9-57b030536b95,-0.875,814.3125
0,102,math_dapo|665f98cd-7c51-4534-8744-83562804f166,-1.0,679.4375
0,102,math_dapo|66c94f39-ab2e-4ec5-aa4a-5d3a43fed0f8,-1.0164031982421875,1455.0
0,102,math_dapo|66d390d8-ef39-4897-95bb-5b0cd5c54097,-1.0,605.875
0,102,math_dapo|66ee41b9-929e-4aee-a68e-466a039d7ed1,-1.0,1656.6875
0,102,math_dapo|6768254e-4512-49b7-8cff-3e57c77d8b91,-1.0,276.0
0,102,math_dapo|6785c703-8ffa-4a1b-ae1b-f907a1c64a70,-1.0,1068.75
0,102,math_dapo|67e1c219-7172-4e58-80f0-94bfc6f94a9d,-1.0,535.0625
0,102,math_dapo|69237d9e-7cc4-4d9c-b3df-e50bca15b328,-1.0,854.875
0,102,math_dapo|6a70734f-31b1-400f-a244-197d6f1f96af,-1.0,418.125
0,102,math_dapo|6a8e9c4b-86c0-48b9-a47e-ac1aa9cce8e7,-1.0,869.8125
0,102,math_dapo|6ac0fa96-9f61-4292-877a-28ceb256c8d3,-1.0,1195.5625
0,102,math_dapo|6b7819cb-989a-47ba-8aaf-f6735bca8dac,-1.0,913.5625
0,102,math_dapo|6bcd50ab-9150-4bd7-85f9-78e08aeeb9ec,-1.0,1020.125
0,102,math_dapo|6ca60d5a-cb5f-4446-bfe3-86503f4ebc62,-1.0,666.0
